T,x1,v1,x2,v2
8,-1.09942272017154,0.216945897463743,-1.44090219057466,-0.566011150029089
8.2,-0.835614457778443,2.38802231487461,-1.25874990155162,2.36824062492027
8.4,-0.189462203292388,3.88515941928693,-0.535250038590553,4.66532447903392
8.6,0.626399355269284,4.01025803461219,0.50104701173723,5.36823397321371
8.8,1.31087534720362,2.59636389823193,1.47626756527711,4.05052441959268
9,1.58990442160548,0.0676280472221544,2.00766529400053,1.04409761683722
9.2,1.32464147284558,-2.67075468186425,1.85134684939574,-2.60999535087883
9.4,0.5804817288881,-4.55443653948099,1.0160776706446,-5.51377938105147
9.6,-0.384068537900322,-4.77478070901354,-0.220067102642972,-6.44880673722503
9.8,-1.20578214014901,-3.17404042027619,-1.39734813167247,-4.91204973979643
10,-1.60478820323647,-0.748918863788095,-2.06499103916982,-1.56930046203814
10.2,-1.50877734102361,1.62834231354472,-2.01548362452973,1.92661466529293
10.4,-0.986789542639671,3.4862772034153,-1.36413346963861,4.36551438698371
10.6,-0.183095290227533,4.31315811715985,-0.362569892189924,5.41043894749285
10.8,0.633509373791678,3.60851664313595,0.690508408650124,4.84743719371851
11,1.17366102845296,1.57176801057862,1.47230704308716,2.68471994185437
11.2,1.21029934785745,-1.193399423352,1.68231387414502,-0.634476808362525
11.4,0.711224988402059,-3.69953772590312,1.21041720099887,-4.03783988590146
11.6,-0.179919894886674,-4.94011877435594,0.155646423406423,-6.21708991768781
11.8,-1.13511168366613,-4.29365749671761,-1.12031664247206,-6.1100062656407
12,-1.81178254045674,-2.36949828064452,-2.12845990208442,-3.69150960716013
12.2,-2.05558358975713,-0.0677792912519318,-2.53035110078132,-0.317563491055453
12.4,-1.85229772695429,2.06686565549972,-2.28894172868862,2.61196292373274
12.6,-1.25581175847355,3.80972034802611,-1.55817299412762,4.49797086743368
12.8,-0.357409326587427,5.02743080837146,-0.53974274824149,5.58403727124808
13,0.669240218656939,4.9986090173248,0.619987436829681,5.82989696571686
13.2,1.54242472746873,3.47948970549796,1.69879212889314,4.67607220813373
13.4,1.97604744974855,0.677314605163829,2.37764782509343,1.83356834356433
13.6,1.77708384438178,-2.63605081483714,2.35138527857863,-2.16539635224071
13.8,0.962120679918957,-5.27756195381759,1.51975870361253,-5.94340309368305
14,-0.21751080727837,-6.14873765203561,0.0925352688557921,-7.89825819240447
14.2,-1.34811776827606,-4.80368763686049,-1.44768868581098,-6.97616061941818
14.4,-2.06502826523506,-2.28659460058096,-2.52544651375231,-3.54459685139922
14.6,-2.2539421112227,0.345577143787512,-2.82582404326314,0.461915685452327
14.8,-1.96286743870668,2.46093191831663,-2.41372326469371,3.42292847173947
15,-1.31668843259393,3.88379274836707,-1.56144436394692,4.8579250774892
15.2,-0.445985669996539,4.67179336609733,-0.536212834862837,5.28220960453396
15.4,0.470052990041454,4.26745240348262,0.504097610042682,4.97026763086282
15.6,1.17425082378885,2.5701639131358,1.37649938399952,3.53154821565917
15.8,1.42807128425663,-0.116190998855904,1.82296406250274,0.760444702599841
16,1.11001450837072,-3.00863919782901,1.62371407817451,-2.7885530061043
16.2,0.282624228899977,-5.04669633073763,0.740037172575712,-5.86748514323024
16.4,-0.783608586044277,-5.25753929796792,-0.590846349953832,-7.01113617151426
16.6,-1.69470030843017,-3.64376246371848,-1.8843230989325,-5.47016938572693
16.8,-2.19358268612511,-1.28148126470683,-2.65620380677732,-2.08915347183986
17,-2.2046937495359,1.13407043002394,-2.71371774868744,1.4164677216552
17.2,-1.76632093689672,3.17356861073752,-2.15759332492526,3.94641891454043
17.4,-0.962896435267402,4.80130865708078,-1.20744326958894,5.414489727534
17.6,0.100376192459108,5.61229255224635,-0.0339982996450591,6.20599995706343
17.8,1.18157466378444,4.92726144154444,1.20642394938089,5.96166845490444
18,1.96064027002533,2.62470494278531,2.23338216768325,3.99839687736129
18.2,2.20056948871958,-0.243842396391989,2.69813996030385,0.469240488446508
18.4,1.86412684186534,-3.1614335174843,2.41242372204514,-3.27254499512061
18.6,0.962166133641485,-5.60324389141645,1.42942216130249,-6.34555145533056
18.8,-0.264500177457436,-6.32216731871421,-0.0233736972400718,-7.82857768757144
19,-1.42586998418859,-5.00140744753662,-1.53606927192877,-6.85568537002606
19.2,-2.20597596932038,-2.69704165099502,-2.62560759885454,-3.76695714125597
19.4,-2.50161976645497,-0.309237491244656,-3.01376983011024,-0.190272747066851
19.6,-2.36022433493046,1.6178828223111,-2.76432440081988,2.4576459223942
19.8,-1.89452032627637,2.95475220779263,-2.11981835342605,3.79324822954106
20,-1.20402659623641,3.91332855281719,-1.30370104586359,4.29295171750214
20.2,-0.348641558783641,4.52103408405276,-0.410488512594488,4.63876485457381
20.4,0.536940921758321,4.13946345189901,0.532228848158594,4.66950137612758
20.6,1.2226699009781,2.52398869855512,1.37932553928407,3.55965913905974
20.8,1.47807788685722,-0.109157820191416,1.85298516838918,0.91891832055802
21,1.16074593514938,-2.99142865631829,1.67881921231723,-2.69037219629127
21.2,0.338042600498155,-4.99419248158585,0.804167357884427,-5.83900921628826
21.4,-0.713473375158092,-5.15981000937555,-0.52187061631752,-6.99665508989588
21.6,-1.58805502344922,-3.37015895611385,-1.79779663758727,-5.30013876485092
21.8,-2.00553404986908,-0.770052116608521,-2.50515332172615,-1.64586486228892
22,-1.8931782147818,1.87909383912087,-2.44691490796238,2.16700874970939
22.2,-1.28449979752864,4.09755927085011,-1.71249211234782,4.93386634275069
22.4,-0.29644955383156,5.56536512940681,-0.551641105308876,6.47087061558335
22.6,0.833933090664227,5.4395602523881,0.786832020331386,6.64525138864578
22.8,1.76009464000099,3.52613216778227,1.98398069107611,4.98329253484077
23,2.17677868887655,0.617337267782955,2.65887366932201,1.54194102764986
23.2,2.00184659911891,-2.35773718126556,2.57287128891688,-2.39057554091667
23.4,1.22153156285493,-5.2225624152261,1.73698992946457,-5.79107167770039
23.6,0.012326310205425,-6.54249749345005,0.339433849277578,-7.86802396268747
23.8,-1.25279975354343,-5.74684080021605,-1.25679819919258,-7.64277921528595
24,-2.20694029090375,-3.69346836729342,-2.55305378285371,-5.0209519571692
24.2,-2.71394882946367,-1.38806431423655,-3.20760490135739,-1.52100407156175
24.4,-2.78601821749056,0.568419895518399,-3.20892989485385,1.29539800133304
24.6,-2.52386132131383,1.9643361457378,-2.77583187144834,2.82663539299539
24.8,-2.02710377355133,2.96179822476119,-2.14157946294618,3.42052164713965
25,-1.34552495587377,3.87479912568894,-1.42025480720193,3.82447220583243
25.2,-0.473474172478875,4.77381680483002,-0.586127988777319,4.57932383068693
25.4,0.503929106156882,4.79825088434902,0.408799757647091,5.26462836092883
25.6,1.35062024716532,3.42464090084117,1.43209762016704,4.66767332961127
25.8,1.77868069951472,0.69828356760821,2.13783006427791,2.08507138735048
26,1.5894339269763,-2.61278635587533,2.16631401352257,-1.96485731909036
26.2,0.779271722709304,-5.24200175432181,1.35738564501827,-5.91548678215567
26.4,-0.381621034268883,-5.97733659768871,-0.0692845933932475,-7.88723097606387
26.6,-1.45324933372226,-4.40169179067763,-1.58552863277101,-6.71331583611246
26.8,-2.06849183777329,-1.64491606404282,-2.57859631803028,-2.93478230868657
27,-2.09997718846872,1.28065545807997,-2.72229894570932,1.40790914742166
27.2,-1.5889629644519,3.72410432607146,-2.08839052202411,4.68432543951511
27.4,-0.65674396258586,5.46408383354598,-0.951945432691415,6.46079571823562
27.6,0.492287870684829,5.72205889957691,0.406121290551708,6.86705287949565
27.8,1.51154712101964,4.15517288226085,1.68268339976695,5.56791788200131
28,2.05076945732316,1.11259102817034,2.50377983384403,2.34410635924709
28.2,1.95212820620545,-2.18085668022931,2.55576221882867,-1.85358607437578
28.4,1.17358281834475,-5.39108732344663,1.76980875090783,-5.85460783314371
28.6,-0.0973644875345548,-6.98232430816096,0.305540952146214,-8.46405494370179
28.8,-1.45548323058234,-6.24832991204412,-1.4305460246554,-8.38378106053965
29,-2.51666495376865,-4.24430005921952,-2.86928660618516,-5.67731614907237
29.2,-3.13340693459142,-1.94396630858469,-3.64106251550437,-2.06438775436525
29.4,-3.31773778828863,0.0191869825028199,-3.74742330836248,0.798115745240868
29.6,-3.1630566111298,1.4356038343646,-3.4144950834764,2.31133018777187
29.8,-2.76643253677338,2.50313033991484,-2.88327515069804,2.91848407452917
30,-2.16394398158451,3.55390161061913,-2.25374646591041,3.42754349013365
